id,score,title,report
1avi****,1,목격자, 나오는 캐릭터 하나같이 다 비호감
gang****,9,기생충, 간만에 정말 진짜 영화봤다
junb****,1,목격자, 그냥 고구마100개. 전형적인 공포영화의 법칙들은 다 나오는데다가 답답한 징면들이 계속추가
gang****,6,극한직업, 하늘이 점지해주신 개봉시기
bkb0****,10,명탐정 피카츄, 나쁘지 않은 영화 데드풀 영혼이 피카츄한테 들어간 느낌 라이언 레이놀즈 팬된거같다 말투가ㄷㄷ 그리고 역시 뮤츠 
wlrr****,1,목격자, 아니 이정도 기승전결이면누구도 쓰겠습니다...산사태 연구 사업단한테 뽀찌받으셨어요?? 이건 아니잖아요ㅋㅋㅋ
sexy****,1,목격자, 무슨 생각으로 영화 만드신건가요? 진짜 궁금해서 여쭤봅니다.
jdi1****,1,목격자, 이걸 252만명이 돈주고 봤다고!!!!믿기지가 않는다
rhr6****,1,목격자, 답답해서 속터져 죽을 것 같아요.이거 보다가 병걸릴 듯ㅡㅡ일점도 아까움
wjsr****,10,스파이더맨, 그자체의 스파이더맨 고전적인  영화
bsy1****,1,목격자, 이것도 영화라고 ㅋㅋㅋㅋ
jb81****,10,고질라: 킹 오브 몬스터, 재밌고 액션신 빵빵해서 좋았음옆에 앉은 트름 계속하고 맨발로 발가락 비비던 개저씨만 아니였으면 더 좋았을텐데 역겨워서 진짜
snrn****,2,맨 인 블랙: 인터내셔널, 답이없음 절.대.보.지.마
chan****,1,강변호텔, 왜 현실에서조차 거의없으며 마주치고싶지 않은 캐릭터들이 맨날 주인공들인지..? 왜 맨날 같은 캐릭터가 배우만 바뀌고 극장에 걸리는지... 재능이 닳고 닳아서 없으면 노력이라도 해주든가...이젠 정말 안보고싶다. 김상중씨도 더 이런 영화 찍으면 버릴꺼다
wjsr****,10,배트맨 비긴즈, 고담의 위대한 영웅 등장....전율이다
bca8****,1,목격자, 한국  영화  꼭  이래야만  했나....답답해  죽갰다괜히 보다 스트레스만....
yan1****,8,특별시민, 영화가 너무나 현실적인 스토리라 선과악이 뚜렷하고 영화같은 스토리를 기대한 관객에게는 지루하고 실망을 줄수 있었겠지만 난 괜찮았음
dleh****,1,걸캅스, 요즘여경들 보면 이영화 장르가 스릴러다 ㄹㅇ
shut****,1,꾼, 알바들 개소름돋노ㅋㅋ 디져라
lcys****,1,엑스맨: 다크 피닉스, 내 엑스맨 살려내라~ 이렇게 허망하게 끝내는거냐? 그냥 엑스맨은 로건에서 마침표를 찍어야했다~
hiko****,10,로켓맨, 잘봤습니다. 엘튼 존에 머리속을 여행다녀온 느낌이네요. 
yuyo****,1,목격자, 작위적이고 악의적인 연출다큰 어른들 수십수백명이 모여서 이런거 만들었다 생각하니 한심함
rhkw****,10,로켓맨, 슬픔을 재미로 풀어준 영화
wjsr****,10,다크 나이트, 고담의 고독한 영웅  고담의 나이트 고담의 흑기사 
srhb****,10,열한번째 엄마, 이세상에서  제일  가여운  두사람....행복하길  바랬는데...너무  슬프다ㅜㅜ
itsm****,10,두 개의 달, 초반몰입도와 내용은 좋았어요  귀신이 자주등장하진 않지만 충분히 공포감이있었어요    후반부에 약간 다른 곳으로  한정을 늘려  재미를더 줬으면 어떨가 하는작품이네요   소재가 살인이일어난  곳의지박령이라는 한정적배경 때문에 조금더  깊은내용이 아쉽
mrki****,8,어느 가족, 진짜 가족에 대해 생각하게 만드는 영화
wpdk****,4,맨 인 블랙: 인터내셔널, 배우들 매력에 묻어가는 졸작. 심지어 매력어필도 부족했음. 추석특집영화로 집에서 보는 게 딱.
en_s****,10,너브, 신선한 소재. 재밌습니다.
sg41****,1,타이타닉 2, 2.22만들어 보자...
gmlw****,1,돈, 현재 우리나라 영화수준을 말해준다 이런영화를 8점씩이나 줄정도면 뭐 저능아지 이게 말이되냐 ㅋㅋㅋ
onec****,1,목격자, 암이 암걸려 뒤졌다.. 초반에 흥미진진 재밌게시작하다가 가면갈수록 설정오류에 이해안될상황에 ㅋㅋ
mysk****,1,매트리악, 인생 최악 단 한장면이라도 호러나오나 두고보자는 맘으로 악착같이 봄 난 미련곰탱이였다
foqv****,1,목격자, 고구마 천개먹은 느낌  개짜증남
dust****,6,나미야 잡화점의 기적, 소설의  재미와 감동을 영화와 똑같이 느끼기에는 여러가지 아쉬움이 남지만 히가시노 팬심으로 그런대로 봐줄만 하다.
lsy7****,2,목격자, 보고 계시는군요... 여러분...
jang****,2,목격자, 티비에서 해줘서 보는데.이성민 배우님 좋아서 봤는데.시나리오 누가 썼는지.아님 감독이 편집을 그지같이한건지.이건 뭐 형사나 주인공이나 고구마를 백개는 물 없이 먹은듯한 답답함.상황을 정해 놓고 거기다 맞춰 스토리를 짜니 개연성이란게 있을리 없음..
qldr****,1,기생충, 15세라는게 참.. 19세로 올리시죠...
dhrl****,10,기생충, 이 수작이 극한직업 보다 평점이 낮다는 현실... 우리네 뿐만 아니라 네이버 평점에 기생하는 영화가 참 많다는 말도 안되는 현실에 한번 더 놀랍다
khj9****,7,맨 인 블랙: 인터내셔널, 솔직히 좀 기대이하였다 ㅠ..윌스미스의 1
bonb****,10,어벤져스: 엔드게임, 너무즐겁게잘봤습니다
hitw****,6,맨 인 블랙: 인터내셔널, 유치하고 액션씬이 딱히 멋있는것두 아님..그저 토르가 잘생기고 섹시할뿐
mine****,1,맨 인 블랙: 인터내셔널, ㅜㅜ 진심핵노잼...보다나오고싶었음다
rpfp****,8,0.0MHz, 확실히 연출이나 CG등은 그렇게 좋은게 아니고 각본도 역시 뻔히 예측 가능했다..그러나 정은지의 연기력 하나는 머릿속에 딱 기억된다..영화는..음..중간에 깜놀하는거 빼곤 그렇게 무섭다? 느낀게 없음
lets****,2,맨 인 블랙: 인터내셔널, 한시간을잤다....
alpi****,7,미션 임파서블: 폴아웃, 괜찮은 액션 블록버스터.
onsa****,10,거인, 가버나움 이전에 이 영화가 있었구나.. 몰라보고 못 봐서 미안하다.. 부모역할 안할거면 낳지말자
hoya****,1,걸캅스, 이건 뭐  영화 라고   보라고 만든건가 ㅡㅡ
yyd7****,5,알라딘, 솔직히 그냥 동화에 나오는 그 내용 입니다..디즈니는 원래 그렇잔아요 동화 내영 영상미로 보는거저 어른들을 위한 동화 나라잔아요. 라고 하기엔 상남자인 내감성은 따라가지 못하겠다.
limo****,2,목격자, 부탄가스 터지는장면 나만 이해않가나?
race****,5,맨 인 블랙: 인터내셔널, 평점 실화냐. 그냥 OCN에서 나중에 틀어주면 아 이런 영화구나 하고 그 때 봐도 됩니다... 그냥 맨인블랙1
alis****,10,기생충,  냄새하나로 이영화를 이끌어가다니 놀랍네요. 후각에 예민한 저도 오늘 이영화를 보고 공감했다가 마지막엔 부끄러웠습니다. 저역시도 사람냄새로 누구를 평가하지 않았나...기택이 느낀 수치심 .오늘 가슴에 돌덩이 지고 왔습니다. 
tomb****,8,티켓, 세월이 흘러서 보니 이런 신파가 없는데 임권택감독의 연출 절제가 빛나는 그 시대 자화상 
hbgu****,10,지금 만나러 갑니다, 오랜만에 좋은 영화 본거같네요 잘봤어요
inss****,10,기생충, 한 번  더  보고싶어도 찝찝해서 재관람이 망설여지네
rhkd****,10,기생충, 이 영화는 미쳤다 얼른 보자 가족들하곤 말고
arra****,2,호텔 뭄바이, 핵노잼 알바들 조낸 많네
jins****,1,맨 인 블랙: 인터내셔널, 와 이걸 못피했네..진짜 미친영화다 미쳣어 재미없어서
pehs****,10,맨 인 블랙: 인터내셔널, 토르 발키리 너무 잘 어울려요!! 시리즈 계속 나왔으면 좋겠어요!
skem****,6,맨 인 블랙: 인터내셔널, 이거 처음 남겨봄.. 진짜 재미없음
tgtg****,2,목격자, 나도 감독 한번해볼까? 이런 억지스럽고 납득이 안되는 영화 더 잘 만들듯 ㅎㅎ
back****,10,맨 인 블랙: 인터내셔널, 재밌음 토르 발키리 듀엣 굿
dlwn****,8,"우리, 사랑일까요?", 서로가 서로에게 가장 끌리는 이유를 찾을 수 없는... 그리하여 돌고 돌아 결국 만날 수 밖에 없는
ddgc****,8,꾸뻬씨의 행복여행, “불행을 피하는게 행복의 길이 아니다” 이십대 초반의 저에게 가장 와닿습니다 불행을 피하는게 당영하다 생각했거든요ㅎ
ob35****,1,목격자, 처음으로 영화관에서 그만보고 나갈까 고민했던 영화....진짜 미치도록 고구마
fh5r****,10,맨 인 블랙: 인터내셔널, 가볍게 즐기기엔 좋습니다
smy4****,10,어톤먼트, 가슴이 저릿하다는 게 이런 걸까 어린아이의 그 말 한마디 때문에 허공에 흩어진 돌아와달라는 말...끝까지 눈에 아른거리지 않았을까 제임스맥어보이의 눈빛이 잊혀지지 않는다 돌아와달라는 말이 이렇게 슬프고 애처로운 말이었던가
ymv0****,10,맨 인 블랙: 인터내셔널, 평가가 극과 극이어서 좀 망설였는데
jzex****,10,맨 인 블랙: 인터내셔널, 난 넘 재밋던뎅^^ 너무좋아~~
smvz****,10,맨 인 블랙: 인터내셔널, 나름 잘만든 코믹영화~ 부담없이 즐겼습니다~^^
epgu****,10,맨 인 블랙: 인터내셔널, 캐스팅 미쳤다 진짜 잘했다!!
kang****,6,글로리아 벨, 화려한 색감의 포스터에 이끌려 영화를 보게되었는데 생각했던거랑 다른 스토리에 좀 당황.남주를보며욕이 나왔고 여주도 정상으로는 보이지않는다.영화를보며 뭔가 불편하고 고구마를 많이먹은듯한 답답함이느껴졌다.무엇을 말하고싶었던가.그래도 마지막노래는 괜찮았다
debo****,7,더 스퀘어, 문화차이가 느껴지는 지루한 영화
yell****,1,기생충, 대중들은 개돼지가 맞는듯.. 1점은 아닌데 9점도 아님
turb****,2,알라딘, 걍 초딩영화.. 너무 재미 없던데.. 평점 무엇? ㅜㅜ
dark****,1,맨 인 블랙: 인터내셔널, 별반개도 아깝다 최악임.
dbsw****,10,엑스맨: 다크 피닉스, 시리즈보단 번외에 가깝다고봄!우주로 비행기구하러갈때 인터스텔라음악하고 같은거아님?
snfl****,10,알라딘, CG대박이궁 색감너무이뻐요..노래도너무좋고 또보고싶습니당
goqu****,5,엑스맨: 다크 피닉스, 개연성을 떠나 그냥 다크피닉스에 초점을 맞춘 번외편 같은 영화. 
wotc****,8,맨 인 블랙: 인터내셔널, 시사회로 먼저봤는데 아맥용 영화인지 화면 다잘리고 재미없어서 재미없었음 ㅠㅠ 그래서 평점도 늦게 적음 보고나서 고질라랑 비슷한 느낌이였어요 4dx는 재밌겠는데 2d론 못보겠어요
jung****,2,목격자, 어쩜 이렇게 재미가 없는지..
lasi****,10,알라딘, 아..아직도 감흥이 ㅜㅜ너무재미있어요!
kiry****,2,로마의 휴일, 창수 보고 이것까지 보다가 (같은 감독
non_****,9,이웃집 토토로, 추억속 애니를 보며 한편으론 추억은 추억으로 남겨둘걸하는 아쉬움이 남습니다
ksw2****,10,채피, 디스트릭트보다 잼있게 봄 
rlfy****,10,범죄의 재구성, 역시박신양.. 역시백윤식.. 
meow****,1,목격자, 아니 그냥 신고하면 되지 발암 오지네;
hyun****,6,항거:유관순 이야기, 너무 한정적인 장면을 보여주고있다 하지만 순국선열에 대한 애도를 한다는 취지는 좋아보인다 이런 애도를 통해 현재의 내가 있다는 것을 느낄수 있으니 말이다
gogo****,10,연평해전, 10점도 모자르다. 국뽕? xㄹ 마라. 
solm****,6,0.0MHz, 소희나오다가 갑자기 정은지나
isaw****,10,바닷마을 다이어리, 영화 속 인물들의 상황과 비슷한 점은 1도 없음에도
soni****,10,캡틴 아메리카: 시빌 워, 나도 보면서 아이언맨이 불쌍하다 생각했는데...ㅠㅠ
yoon****,8,김군, 도대체 김군은 누구일까 하고 쫓아가다보면 왜곡되지않는 사실을 알수있었던 영화였습니다.
012f****,10,잉여들의 히치하이킹, 내가 저나이로 돌아간다면 저런 도전들을 할 수있을까? 지금 생각해보면 날 포기하게 만든건 그냥 핑계다 시작하면 할 수있었을텐데..
kidt****,1,목격자, 영화보다가 화나서 로그인했다.진짜 발암 스토리에 아래사람이 얘기한것처럼 현실성 0도 없음.애는 엄마가 도망가라는데 연쇄살인범한테 하지마 라고하는 꼬라지 와.. 말도 안나온다 진짜 없던 암을 만들어냄. 이런영화를 252만명이나 봤다는게 말도안됌.
yoon****,4,더 길티, 소리에 모든것이 집중되는 영화였네요. 빠름빠름한 대한민국으로썬 답답하고 루즈하게 느껴질수있는 영화였네요. 소소한 반전은 좋았습니다!
yoon****,5,엑스맨: 다크 피닉스, 옴니버스처럼 한편의 캐릭터의 영화같았습니다. 마지막이라고 하기엔 영상미나 스토리가 많이 부족하지 않았나 싶었네요...
love****,10,인간중독, 저런사랑 받아볼수있을까..가슴아프게 잘만든영화
nono****,6,맨 인 블랙: 인터내셔널, 주저리 주저리 주저리....
rosu****,10,맨 인 블랙: 인터내셔널, 햄식이 영상화보 존잘 존멋 눈부신미모
lesu****,10,이웃집 토토로, 말이 필요없는 명작. 10번넘게 봤지만 극장에서 다시볼수있다면 기꺼이 새벽시간도 내어줄수있는 작품.
myjo****,1,목격자, 0점 어떻게 주나요??
1977****,1,걸캅스, 감독이 의도적으로 여성을 비하하려고 만든 영화!
idrl****,10,어린 의뢰인, 화가 너무 많이 난다.. 재미로 보는 영화는 아닌거 같아 이건 대한민국 법의 추약점을 여지없이 보여주는 영화이자 아이들이 제대로 보호받기 힘들다는걸 여지없이 보여주는 영화였으며 실화 바탕이라는거에 놀랐다.. 가슴이 미어집니다...
vaaa****,4,0.0MHz, 역시나 역시나였음..
lege****,7,기생충, 한국사회 현실 반영
wand****,6,맨 인 블랙: 인터내셔널, 평면적이고 전형적인 캐릭터들.. 저렇게 좋은 배우들 갖다쓰고 어떻게된게 포니가 가장 매력적이냐. 지루했다.
dusk****,6,목격자, 영화가 어거지가 좀있지만. 저런 아파트 주민들은 사실적이네~~~꼭 저런 복도식 아파트주제에 완장달고 지랄하는 이기주의자들이 있음
kiry****,4,창수, 임창정을 제대로 쓸 감독은 대체 언제 나오는 걸까 ?
hema****,8,악인전, 칸에 다녀왔다길래 궁금했는데 작품성보다는.오락성으로 볼만해요 
coco****,7,캡틴 아메리카: 시빌 워, 정말 마블영화는 왠만하면 다 10점인데 이건아냐.. 아이언맨이랑 스파이더맨 때문에 봤는데 캡아 진짜 짜증날정도로 고지식하네ㅠㅠ 토니스타크만 생각하면 마음이너무아프다 정말.. ㅠㅠㅠㅠ 토니 3천만큼 사랑해ㅠㅠㅠ
plto****,1,엑스맨: 다크 피닉스, 왜 &amp;#39;불닭복동&amp;#39;이라고 하는지 알겠다. 로건에서 깔끔하게 끝내고 리부트 했어야지 이 무슨.. 에휴
jojo****,1,기생충, 연출이 자연스럽지 못하고 매우 작위적임. 외국서 상 탔다고 그저 좋은줄 아는 수백만 한국인들...
spir****,9,기생충, 잔혹하리만치 현실을 투영한 영화결국 인간의 욕망은 인간을 인간이 아닌것이게 만들고 인간은 인간이 되기위해 욕망을 이용한다.
harn****,9,기생충, 수석의 본질은 그저 돌이니. &amp;#34;자
gns1****,10,새벽의 저주, 04년에 나왔음에도 아직까지 탑5안에 드는 좀비영화라고 생각함
rkdg****,2,0.0MHz, 공포영화 계의 엄복동인건가..영화가 겁나 답이 없나보네 ㅋㅋㅋㅋ
jung****,4,맨 인 블랙: 인터내셔널, 전 시리즈는 쫄깃함과 재미 감동이 있었는데 이거는 개연성이 안맞는 부분이 너무 많다. 다부숴진 아스팔트를 도로라고 우긴다. 중간엔 또 왜 들어갔는지 왜 거기서 끊기는 장면이 많은건지 이해가 안간다. 엔딩은 왜 또 허무한지  필요없는 장면들이 너무 많다
musa****,10,알라딘, 공주님 진짜 이쁨. 너무 너무 이쁨
rool****,8,토스카나 웨딩, 남주얼굴만봐도 영화보는내내 즐겁고유쾌했음
dust****,6,옹알스, 2천명 실화냐 ㅡㅡ안타
swm2****,9,레옹, 일단 분위기로 먹고 들어간다. 영화내내 나오는 기타선율들이 참잘어울렸던. 그리고 레옹과 마틸다의 순수함과 사랑스러움은 플러스알파가 되어 영화를 장식한다.
jysu****,4,0.0MHz, 평점이 높은건 원작의 팬 덕분이다. 중간부터 어이가없어서 실소가 나오던데 귀신을 그냥  두들겨 패ㅐ버리네.. 원작 귀신의 포스는 어디감? 이 영화에서 제일 무서운장면은 초반에 귀신그림 보여줄때 뿐임
opgm****,4,맨 인 블랙: 인터내셔널, 이 영화 어쩔~.~ 킹보다 더 하네 ㅠ
non_****,1,0.0MHz, 저기....이 영화 만드신분 집행유예처럼 다음에 영화만들면 법적으로 처벌 못할까요... 돈아까웡
effe****,10,꾼, 배우 현빈 사기꾼 연기 대박임! 현빈 보느라 시간 순삭!영화도 재밌었음! 현빈이 연기한 황지성 매력넘침! 꾼 강추! 재밌더라
mhje****,1,걸캅스, 왜만드셨어요 ~~? 호기심 일으키는 영화.
wond****,1,맨 인 블랙: 인터내셔널, 에이 씨ㅂ 이건 아니잖아ㅡㅡ
ivan****,3,어벤져스: 엔드게임, pc로 범벅된 영화. 지구를 구한건 여자다? 흑인이 미국의 수호자가 된다?? 그나마 토르가 엄마만나는 장면이 감동이어서 3
dewa****,4,아주 긴 변명, 시놉보고 칙칙한 신파예상했다가 의외로 가볍고 무겁거나 부담스럽지않은 분위기로 끊김없이 쭉 볼수있었
effe****,10,공조, 공조를 보고나면 배우 현빈씨의 액션연기에 반한다.고급액션하며 또 무표정한 조각같은 얼굴에 빠져들 수 밖에 ... 연기 짱
lolo****,7,알라딘, 난 윌스미스가 개그캐 지니를 멋지게 해낸걸 보고 로빈윌리엄스가 생각나서 울었음...
mn06****,6,맨 인 블랙: 인터내셔널, H&amp;M콤비는 J&amp;K에 비해서 k의 노련함
hyon****,4,어스, 쉣 노우 오마이갓뜨 별로
haej****,10,배심원들, 웰메이드 이렇게 잘 만든 영화에 관객이 이정도뿐이 안들었다는게 참 씁쓸할뿐. 
effe****,10,창궐, 배우 현빈 너무 연기 잘하서 10점 준다! 액션연기 끝내준다! 스크린에 어울리는 존잘! 창궐 재밌었어요
hd24****,10,목격자, 와 지금 cgv인가 여튼 tv로 보는데 이건 꼭봐야되요 나만 안볼수없어요 보면서 고구마를 먹었더니 배도 부르고 잠이오네요 !!!
ahnj****,2,황금을 안고 튀어라, 평점 알바들이 너무 많아서 &amp;#39;네티즌평점&amp;#39;도  믿을게 못된다.
wjsw****,6,맨 인 블랙: 인터내셔널, 재밌다....? 까지는 아니다.
suwo****,1,0.0MHz, 머여?제2의 걸캅스여..영화평 은 없고 오직 정은지 평가 뿐이구만 이 영화 보고 내 뇌가 0.0 mhz  가 됬네.그러고 유 감독 앞으로 영화 찍지마라~무수단 도 그렇고 이게 당신 한계구만 그냥 제작비 아껴서 불우한 영화 인 들 이나 도와라~부탁이다
akdr****,4,맨 인 블랙: 인터내셔널, ..너무유치해요 ..남자친구한테보자고해서봣는데 끝나고 욕먹음
rna1****,10,어린 의뢰인, 잘봤습니다 헌데 마지막 선고 할때 이건좀 아닌듯 합니다 아동 학대야 뭐 몇년이건 몇십년이건 선고 해도 되는데아동 학대 에다 살인 까지 했는데  16년선고 말이 되나요?무기전역 으로 해야지 사형수로 ㅡㅡ 아동학대 단절 되어야 합니다
drea****,1,걸캅스, 이렇게 감각이 후진 연출도 영화할 수 있는거 보니
spag****,9,기생충, 재밌었습니다!! 잘만든 한국영화였습니다!
dada****,10,범죄와의 전쟁 : 나쁜놈들 전성시대, 하정우. 하정우. 최민식. 
wngh****,10,기생충, 냄새
oooo****,8,아가씨, 이야기가 전체적으로 아기자기한 인형극같이 표현된 점이 아쉬웠지만 아가씨가 폭발해서 숙히를 잡아 벽장에 집어넣을 때랑
mgoe****,6,미스 스티븐스, 음 ... 내 취향에 다소 느리고 루스한 ... 그래도 여주 남주 연기는 아주 볼만했음 
brow****,6,목격자, ㅋㅋㅋㅋ의도한건 아니지만 순간순간 와이프때문에 암걸리겠어요ㅋㅋㅋㅋ
zoll****,10,호텔 뭄바이, 실화라... 정말 충격이고 충격이다.. 보는내내 내가 고객이 된것같은 느낌이었다.
ic09****,6,기생충, 좀 지루하긴한데 연출력은 오졌다
nbvc****,2,명탐정 피카츄, 배우도노잼이고 영화도노잼인데 엠111흑쿼터제...이게뭐가잼잇노
s472****,10,알라딘, 예고편봤을때 완전 이상하다고 생각했는데... 대존잼... ㅠ ㅠ 또보고싶어요 ㅠ ㅠ 신남♪
mabu****,10,파이란, 역대 대진운이 가장 안좋았던 한국 영화가 아닐까? 무려 친구랑 붙었으니...파이란 재개봉 강추!
ydda****,10,라이언 일병 구하기, 최고의 전쟁영회다 이말이야
wjdt****,10,꿈의 제인, 세상이라는 낯선 우주를 유영하는 그대에게
vose****,1,맨 인 블랙: 인터내셔널, 토르 발키리 쿠키영상인가요?
mado****,8,맨 인 블랙: 인터내셔널, 딱 킬링타임용 돈아깝진 않음
kiwo****,8,맨 인 블랙: 인터내셔널, 그립감이 나쁘지 않은데???
cher****,8,맨 인 블랙: 인터내셔널, 7-8점대 정도인 것 같아요 화려함보다는 유머쪽이맞는듯해요! 싸움씬이 있을줄알앗는데 정말 잠깐나오네용~.~ 포니넘기여워요 ㅎ.. 토르잘생겨서 보는내내좋앗어욬ㅋㅋ 걍 킬링타임용인듯 
ppch****,2,어린 신부, 추접스러운 아동성도착증 정신장애인들이 생각하는 범죄 판타지를 심어주는 미친영화.
stay****,5,콰이어트 플레이스, 다 떠나서 이 영화는 전제부터가 잘못됐다. 앞도 안 보이고 냄새도 못 맡지만 귀만 좋은
8844****,8,알라딘, 추억에 잠길 수 있네요.. 남주 노래는 별로였는데 여주 노래가 넘 감동이었습니다 ㅎㅎㅎ 엘사보는줄 ~~~
kims****,10,미성년, 클레멘타인의 뒤를 이을 명작임
mabu****,6,창수, 연출이 아쉽네. 초록 물고기나 파이란을 따라갔어야...
leo-****,2,걸캅스, 나오는 남자들 다 찐따새끼들에 멍청한 새끼로 표현되고 주인공 여자 둘은 그 찐따들보다 조금 멋있는 경찰 ? ㅋㅋㅋㅋ 폐미 새끼들 
kjs2****,7,캐롤, 두 번
wlsd****,1,사마리아, 이 감독 영화 중 공통된게 몇 여배우말고는 거의 다 은퇴수준 말다한거아니가 빵점주고싶다
book****,8,잠깐만 회사 좀 관두고 올게, 끝에 설명적인 전개가 아쉽.. 좋은 영화지만 루즈함 때문에 2점 뺍니다.
jin_****,4,맨 인 블랙: 인터내셔널, 알바 속지 마세요...
dhj9****,10,알라딘, 그냥 멋지고 캐스팅 미스 하나 없다는거에 너무 놀라운 일이였다말로 표현 안됌
dlek****,10,히든 피겨스, 너무 멋집니다. 많은 백인들사이에서 눈초리를 받고 차별 속에서도 흑인여자도 할수 있다는걸 아주 잘 보여졌습니다
yoop****,2,엑스맨: 다크 피닉스, 2점도아깝다 시부럴ㅠㅠ
bint****,9,소공녀, 미소는 집만 없지 다 잘해 고정 직장이 생겼으면 좋겠어요 담배와 위스키도 끊었으면 좀 보는 내내 답답 하루를 버티기 위해 사는 인물 같은 돈은 없고 꼭 하고 싶은건 포기 못하는 우리 젊은 청춘의 아픔을 잘 그려낸 듯 이솜 연기와 표현력도 좋아 
lora****,10,맨 인 블랙: 인터내셔널, 토르와 발키리 같이 보는 것 만으로 10점!!꾸르잼!!
dkny****,10,"내 어깨 위 고양이, 밥", 고양이 연기가 지렷닼ㅋㅋ
eden****,1,맨 인 블랙: 인터내셔널, 감독새키보고 그냥 걸렀어야 됬는데.. 완전 쓰레기...한편나옴..
j957****,10,알라딘, 재밌다!자파가 좀 더 나이있고 매력적인 배우였다면 더 좋았을듯!애니에 비해 매력이 좀 떨어지는 느낌!그래도 재밌음!!
coco****,4,스타게이트, 명작이라는 소리를 듣는 영화지만 그동안 비슷한 소재의 영화들이 많이 나와서 지금 보기엔 큰 재미를 못느낀다. 당시에는 화려한 그래픽이었는데 이제는 촌스럽고 연출도 유치하다
tine****,1,사마리아, 이게 무슨 예술이야 더러운 판타지
lolo****,10,알라딘, 가이리치 버전 실사보고 다시 역주행했는데 어렸을땐 안 보였던 연출력이랑 아이디어들 미쳤네.. 그냥 원작 거의 그대로 찍었다고 보면 되고 A whole new worlld 화면은 오히려 애니가 나음..
ttaa****,10,어린 의뢰인, 재개봉 가자 대한민국 영화판 살아있냐?
bels****,1,엑스맨: 다크 피닉스, 엑스맨 시리즈 역대급 엔딩
bhg0****,10,하울의 움직이는 성, 몇 번을 봐도 참 힐링영화다..^^
majj****,10,에이리언: 커버넌트, 리들리 스콧감독님 앞으로 20년 더 사시길!
snzi****,7,겁나는 여친의 완벽한 비밀, 우마써먼 한때 세상을 호령했던 몸매구나  안나패리스도 귀엽고 ..
hond****,2,기생충, 왜재미없다고 말을못해...
aper****,10,가디언즈 오브 갤럭시 VOL. 2, 전작보다 나은 후속보는게 너무 오랜만이다. 아놔 그루트 졸귀!
truc****,9,멋진 하루, 물 만난 하정우와 전도연. 섬세한 연출이 최고였다. 나도 누군가에게 저런 사람이었으면
cccc****,1,맨 인 블랙: 인터내셔널, 평점왜이리높음...? 다 알바들인가
khjs****,4,맨 인 블랙: 인터내셔널, 기대를 너무 많이 한건지 신랑은 옆에서 졸고 있고..토르와 발키리의 조합은 신선했지만 개연성 떨어지는 스토리와 너무 많은 대사들..진짜 지루+노잼ㅠㅠ 진짜 돈 아깝다고 느낀 영화였네요...
hyes****,10,기생충, 너무 현실이라 충격적인 영화 ... 보고 나서도 먹먹한
akst****,1,친구엄마, 비하인드 더씬 봤는데 김대범은 양반인척할꺼면 이런거 하지말고 유투버계속나 해라 재미를 이렇게 떨어트리냐  나락떨어진 곽한구 반도 못따라오네
snzi****,7,어바웃 타임, 마고로비 예쁘네요 주인공도 귀엽고 ..  로맨틱sf 코미디 분야니 다들 재밌게본듯... 그래도 평점에 좀 거품이 있는듯해서 ...
1072****,10,기생충, 계단은 어디까지 내려가는가.
dmst****,6,맨 인 블랙: 인터내셔널, 그냥 햄식이만 좋았다실망도 없지만 큰재미도 없었는..
qkrc****,10,천국과 지옥, 비슷한 시기 나온 싸이코와 더불어 보면서 완성도에 감탄한 영화
snzi****,8,7번째 내가 죽던 날, 원작이 있는모양인데 영화로 사람들에게 직접적으로 열심히 살라는 교훈주기 힘들다고 생각됨 그래서 아주 잘만들었음
sksg****,10,쉰들러 리스트, 다시 뼈속으로느낀 잔인한인간의 역사
momo****,10,페르디난드, 절박한 상황하에서도 함께 가야한다는 페르디난드의 대사가 떠오른다!
dood****,10,혐오스런 마츠코의 일생, 저번주에 황금종려상 받은 &amp;#39;기생충&amp;#39;보고 왔습니다. 기생충도 좋았지만 이작품에 비할바는 아닌거 같네요.. 일본영화지만.. 제 인생 영화라고 할 수 있을거 같습니다.. 정말 연출이 뛰어나네요. - 저알바아니에요-
deab****,9,사대명포, 무협액션의 새로운 수작이 탄생..
ilei****,10,알라딘, 그 옛날 알라딘 ost
sung****,10,알라딘, 돈 안아까웠어요 꼭 보세요
deab****,8,리오 2, 재미있고 시종일관 내내 흥겹다! 
youj****,10,알라딘, 영화 연출과 ost가 정말 좋았다
part****,2,맨 인 블랙: 인터내셔널, 세상에..이렇게 재미없을줄은 ㅠㅠ이 유명한 배우들 데려다가 무슨짓을 한건지.
choi****,6,맨 인 블랙: 인터내셔널, 너무 별로였습니다..
mate****,8,맨 인 블랙: 인터내셔널, 수트를 입은 토르와 발키리의 재회는 색다른 재미감을 선사했지만 과거 3편에걸쳐 선사했던 그 재미는 조금 그리워지는 영화였다.
anje****,10,배심원들, 진짜 몸에 닭살돋는 연기와 유명한 배우 몇없이도 훌륭한 영화였습니다. 진짜 생각많아지게하는 법정 영화였고. 수작입니다. 음악도 좋았구요. 관객수가 작았던게 믿기지않네요
