id,score,title,report
lshf****,10,기생충, 기대안하고 봤는데 은근 잼나고긴장하고 두시간지나감 완전 좋아요
g211****,10,보희와 녹양, 보는 내내 흐뭇하게 만들고 청량함이 화면 밖으로 나온다.
ligh****,9,기생충, 어느 정도 스포를 당하고 봤는데도 재밌음
donn****,9,알라딘, 자스민공주 역 맡은 배우 얼굴도 몸매도 노래도 춤도 넘 완벽해요  알라딘이 좀 약해요 4d로다시 보러가려구요뮤지컬이니 더 좋아요
pyju****,10,알라딘, 자막도 보고 더빙도 보고 2번 봤는데 둘 다 재밌어요 ㅋㅋㅋ 자막판에서는 윌스미스랑 자스민 공주가 짱이고 더빙판은 지니랑 알라딘이 노래 짱 잘 불러요 ㅋ 
ygs0****,1,로켓맨, 진짜 솔직히 이게 재밌는건가? 부실하고 지루하기 짝이 없는 영화였다. 평점은 다 알바들의 주작인가?
fixe****,1,기생충, 최악. 고구마 백개 물없이 먹는기분
soul****,10,알라딘, 돈이 안 아깝다. 2시간동안 눈과 귀가 호강하는 영화
ppkk****,5,명탐정 피카츄, 산만하다. 수다쟁이 피카츄.
milk****,10,알라딘, 최고 ㅎㅎㅎㅎ 두번보고 옴
dhwn****,2,알라딘, 노래도 영상미도 스토리도 아무것도 남지 않았던 영화. 도대체 어떤 부분에서 재미가 있다는건지 모르겠는 영화. 2시간동안 꾸벅꾸벅 졸았음.
erer****,9,독고다이, 고등학생인데 액면가는 30대
yuse****,10,알라딘, 여주 자스민...왤케 이쁘냐 만화보다도 이쁨ㅋㅋㅋ
deat****,10,엑스맨: 다크 피닉스, 논란을 종결짓겠습니다. 캡틴마블&amp;gt;다크피닉스&amp;gt;=원더우먼 입니다. 스토리전개로 물흐르듯이 흘러가는듯한 분위기로 적당한 연출과 진이 강력한 마력을 흡수한힘을 뽐내서 뜬금없이 설득시킨 레이븐을 왜 죽였는가에 대해 의문이 나지만 기대안하시면 볼만한 영홥니다.
wlgu****,10,기생충, 오랜만에 영화비 아깝지않고 좋았어요
adiv****,2,수호지 무림호걸 이운, 검색하고 볼걸 그랬네..  이렇게 후달리는 영화인줄은 몰랐다
zooo****,10,기생충, 스토리 탄탄하네요~ 재밌습니다리뷰 찾아보는맛도 재미있네요 짝짝짝황금종려상 축하합니다~~~ 
noel****,10,플립, 보는 내내 가슴이 간질간질 해지는 영화였다. 다시 학창시절로 돌아간다면 나도 저렇게 순수하고 가슴떨리는 연애를  해보고싶다
pjh0****,10,기생충, 긍정적인 충격을 받았습니다. 태어나서 영화관에서 똑같은 영화를 두번 이상 보러간 적이 없는데 기생충은 두번 봤어요. 태어나서 이렇게 훌륭한 영화를 보게 되어서 영광입니다. 앞으로 좋은 작품 많이 만들어주세요!
yong****,10,오직 그대만, 오랜만에 보려다 그냥 마지막 10분 부터 봤는데도 눈물이 나려고 하네...참
goor****,2,걸캅스, 대한민국에 여자경찰이 필요한 이유 
shil****,1,모털 엔진, 홍진경 데뷔작임??ㅋㅋㅋㅋ
gaye****,10,캡틴 마블, 너무 재밌게 잘 봤습니다~~!!
neul****,10,기생충, 기억에 오래오래남는 영화
ymyd****,8,기생충, 씁쓸하다 이렇게 표현 생각한건 대단하다
bute****,8,파리의 딜릴리, 영어자막 번역한 티가 너무 나는 자막이 아쉽지만 볼만한 작품
neul****,10,사바하, 재밌었어요 기억에오래남는
eyef****,10,기생충, 바퀴벌레에 비유
tg95****,10,뺑반, 재미 없다는 사람이 이렇게 많다고 ? 취향은 존중 하지만 오히려 역 댓글알바가 아닌가 의심스러울 정도로 내용도 탄탄하고 결말도 시원하고 난 진짜 재밌게 봤는데 무슨 일이지 악플 폭탄 ? 보는 내내 감탄 하면서 롬곡옾눞 하면서 봄
wjsd****,4,알라딘, 개노잼 진부 어린애들이보기딱이다 영상미도진부한 인도스타일 뭔가 인도스럽다알바아니고 소개팅남이랑 보다가 지겨워죽는줄앗ㄴ앗다 20대 중후반이상은재미없다 
poie****,9,알라딘, 디즈니가 영리하네. 시대감각을 정확히 포착
ttlg****,6,걸캅스, 솔직히 영화의 전체적 완성도는 떨어짐 ㅠ연기랑 배우 문제가 아니라 각본 자체의 짜임세가 약함 ... 그러나 민감한 사회문제(몰카범죄
rhem****,2,시민 노무현, 노무노무 부끄러운줄 알아야지! 
mde2****,10,알라딘, 뮤지컬 장르 영화 엄청 좋아하는데 ㅠ 간만에 영화 다운 영화 본것 같다 ㅠㅜ 진짜 한번 더 보고 싶은 영화
seun****,10,델마와 루이스, 옛날영화인데 지금봐도 재밌다
oran****,10,기생충, 영화가 끝나고 기립박수 치고싶었다 
dona****,1,기생충, 차라리 알라딘을 보는게 정신건강에 좋음 알라딘은 재밋기라도 하지 이건 머 ..
aras****,10,호텔 뭄바이, 시작부터 마치는 순간까지 몰입도가 최고입니다
skss****,10,도라 도라 도라, 리얼한 전투신과 일본군들의 모습이 상당힌 사실적인 수작.
seeu****,10,무서운 집, 대한민국 사람만 보기 아까운 영화
djqw****,3,애프터매스, 지루한 전개. 예술성 0. 
dodo****,2,기생충, 반미주의자   봉준호      민중당 지지자  봉준호
tmxk****,10,기생충, 스토리 꽉차있고 기승전결까지 완벽... 칸영화제 수상 작품이지만 전혀 지루하지 않은 완벽한 영화다
kiss****,6,도니 다코, 제이크 질렌할 연기는 개쩌는데 영화 자체는 그다지... 보는 내내 이걸 내가 왜 보고 있나 그런 느낌이
hyew****,10,알라딘, 최고입니다 제발 꼭 보시기를 ㅠㅠ 
brna****,10,알라딘, 눈과 귀가 즐거웠던.. 어른이 봐도 최고!!
adiv****,6,폴라로이드, 뻔한 초반..  미숙한 반전.. 재미있어지려다가 그냥 끝나는 후반
blue****,10,기생충, 숙주만이 아는 기생충냄새
mado****,10,캡틴 마블, 진짜 너무 멋진 마블캽틴!!!와중에 팬예요!!
4183****,8,기생충, 유쾌한 영화는 아니다. 내 위치를 확인 시켜주는 영화
jeme****,10,알라딘, 세상엔 해피엔딩이 필요하다 그리고 그걸 적절하게 보여준 아주 좋은 예시
dong****,10,알라딘, 사랑하는 사람하고 봤어요~♡♡♡   넘 달콤 해요 기생충 따위 ocn에서 공짜로 보시길
sky7****,10,기생충, 시사하는 바가 크다 신념을 갖고 살자
kimw****,5,엑스맨: 다크 피닉스, 진짜 시원하게 제대로 말아먹었네...엑복동
cnnl****,4,유랑지구, 디워랑 비슷하다
jaem****,2,기생충, 아~~정말 최악~!보고나서 관람객들 아무말 없이 표정 굳은채 나가더라!!이걸 보려고 피곤한몸 이끌고 돈과 시간이 아깝고 기분만 더러워진다!! 이게 무슨 황금종려상 수상일까 정말 의문이 든다.!단체로 미치지않고서야 이 영화에 극찬이라니...
adiv****,5,장기왕: 가락시장 레볼루션, 10점주는 사람이 이렇게 많다는게 놀라울 뿐이다
a_ka****,10,꽃피는 봄이 오면, 너무나 좋은 해피엔딩!
ehdr****,10,기생충, 단단한 극본~긴장감을 늦출 수 없는 연출~숨막히는 연기력~상 받을만 하네요.
theh****,1,"나는 내일, 어제의 너와 만난다", 이게 왜 평점 높지? 고평점 준 사람들 에미의 시간대에 있는 사람들인가 보다
akdr****,8,캡틴 마블, 나름 볼거리가 있었던영화
heew****,10,일루셔니스트, 남자가 지위도 더 낮은데 반말하고 왜 여자는 꼬박꼬박 존댓말로 번역했어요 ? ㅋㅋㅋ 
tjt5****,6,기생충, 조금 선정적이네요.. 
mj01****,10,기생충, 반지하에 살며 곱등이때문에 무서워 이불을 뒤집어쓰고 자던
ldc7****,6,기생충, 칸 영화제에서도  대상도타고  댓글올라온것도 괜찮아 기대하고 여친과 오늘 상암 메가박스에서. 봤는데 너무기대가 커는지 실망이크네요.여친도 너무 잔인하고 편하게 볼 영화가 아니라고 괜히 봤다고 난리네요.다른사라에게 크게 추천해주고싶지않네요.
htmd****,9,멜랑콜리아, 우울증의 유무를 경계로 저스틴과  클레어가 종말에 대처하는 자세가 어떻게 다른가를 통해서 우울증에 대해 모르는 관객들의 이해와 공감이 이끌어졌을지는 의문이다. 적어도 감독과 배우는 정확히 인식하고 표현해냈는데
ljs4****,1,엑스맨: 다크 피닉스, 막판이라고 아주 개판으로 만들었네~~~
balm****,10,기생충, 지하철 냄새... 내 위치는 어디 쪽인가
chwl****,10,걸캅스, 아니 진짜 재밌다구여~!!~!!
euje****,10,배심원들, 정말 좋네요 ㅎ 잘 봤습니다 깨어있는 시민들이 민주주의를 만듭니다
ppen****,7,파라노말 액티비티: 더 고스트 디멘션, 무슨 공포영화가 이따구로 잼 없냐. 팬티나 갈아입어야지...
kila****,4,알라딘, 기생충말고 다른거 볼려고 봤는데 별거없다 크크
kdss****,8,사바하, 나름 괜찮게 봤으요 ~~
kcch****,10,알라딘, 디즈니여 영원하라...
rlad****,10,기생충, 많은 메시지를 담아서 더 재밌었어요
wldn****,7,쥬만지: 새로운 세계, 쥬만지가 아니고 다른 영화 같음
ekdm****,10,세 얼간이, 보는데 눈물이 줄줄 나더라
anti****,10,북회귀선, 20여년 전 그 때는 야한 영화라고만 생각하고 봤는데 야하기만한 영화가 아니었다. 수준 높은 에로 영화 였다.
alsl****,10,쥬만지: 새로운 세계, 저 방금 티비로봤는데 넘 잼있어ㅋㅋㅋㅋ시즌2 나와랏!!
hard****,10,싸이보그 그녀, 한 번 본 영화는 다시 보지 않는 편인데 이 영화는 5년에 한 번씩 다시 보게 된다. 또 한 번 보면 이상하게 멈출 수가 없다. 사람의 감정을 건드릴 줄 아는 곽재용의 장점이 최대로 발휘된
syar****,10,알라딘, 남주 넘 잘생겼고 여주 증말 이뻐요 그리고 윌 스미스 캐스팅 굿ㅋㅋ
jieu****,10,섹스 드라이브, 정말 재미있게 봤습니다! 몇몇 노출씬 빼고는 잘써진 하이틴 성장물 영화네요! 추천합니다♡
styl****,8,기생충, 그냥저냠 볼만한수준인데칸 왜받은겨 
vxbo****,10,뽀로로 극장판 보물섬 대모험, 음악도 좋고 아이들이 좋아하는 요소가 너무 많아서 재밌어요. 그래픽도 이제 디즈니 못지 않네요 ㅎㅎ
olol****,10,기생충, 영화는 넘 재미있고 좋았다그런데 맘이 너무무겁다송강호가족이 계속 속리고 잘살면 좋겠다는 이상하게 조마조마한 느낌으로 봤다가난이 너무 싫다
muzy****,4,알라딘, 돈도 지불하지 않은 빵을 아이들한테 주고도 뭐가 문제인지 모르는 공주.  이런 공주가 왕이 되기 위해 지금까지 준비했다고. 이 나라 망할 듯
blek****,10,생일, 만들어진 슬픔이라고 하는 분은 사랑 못받고 자라셧나봐요? 정치관련 이라고 하시는분들은 영화 노무현 가서 말씀 나누시고
peau****,8,알라딘, 잼나요~음악도 너무 좋았고 배우도 너무 매역적이었네요..
chld****,10,알라딘, 왓 더 이거 세상 사람들 다 보게 해주세요 ㅠㅠost 끝장납니다 스토리도 너무 좋고... 화장실이자동으로 참아지는 그런 영화..
dpdh****,10,보디가드, 역사적인 명곡을 남긴 것 만으로도 명작 값을 다 했다
fire****,1,걸캅스, 0점못주나요1점이 아깝네요
pch8****,10,알라딘, 지니와 자스민만으로도 만원 값어치 이상은 했네요뮤지컬영화를 좋아하지 않는데도 충분히 볼만했네요
guna****,10,기생충, 19세영화인줄....알았는데 ㅋㅋ집안의 기생충~재밌게 봤수다~ 
sasc****,7,딥씨 챌린지, 자신의 목표를 향해 도전하는것은 대단한 일.
jini****,8,고질라: 킹 오브 몬스터, 이경규 감독이 생가나더군~~~~
jsw9****,10,킹덤 오브 헤븐, 잊을 수 없는 그때 그 영화
birt****,10,브이 포 벤데타, 후반부로 갈 수록 소름이 느껴지는 영화. 대사 한마디 한마디 주옥같고 뒤통수를 얻어 맞은 것 처럼 충격을 주기도 한다. 현실과 미래를 제대로 풍자한 이 영화는 내가 감히 무슨 평가를 내려야 될지 모르겠는 정도이다. 그리고 브이의 신념에 박수를...
jof3****,2,엑스맨: 다크 피닉스, 역시 페미가 묻으니 작품이 10창 되는 건 진리구나. 아 엑스맨 진짜 좋아했는데 이게 뭐냐. 페미 00것들 싸그리 0창 내고싶네
skyd****,10,기생충, 기대했던 만큼 만족스러운 영화였음
jibi****,1,엑스맨: 다크 피닉스, 최악..그것말고는 표현할게 없음..페미코인도 유분수지..
siks****,10,알라딘, 신나고 유쾌합니다. 한편의 좋은 뮤지컬입니다.
hyde****,6,알라딘, 자스민 노래가 거슬리는건 내가문제인건가
minj****,10,기생충, 이 영화의 장르는 봉준호다
birt****,10,올리버 트위스트, 올리버의 삶에
tkdg****,10,알라딘, 기분 좋아지는 영화. 뮤지컬을 보는거 같아요
eunj****,10,기생충, 잘봤습니다 여운이남는..영화
mace****,10,알라딘, 윌스미스  딱 어울리고 너무 재미있고 벅찼음또 보고싶음 
1004****,10,어바웃 타임, 인생 영화 10점도 적다
jeeb****,10,알라딘, 그어떤영화보다 웃음감동을주는 웰메이드뮤비이다.다시보고싶은영화..강추
2142****,9,기생충, 재미있게 잘 봤습니다!! 
jsm8****,10,기생충, 완벽....왜 그 상을 받았는지 납득되는 영화
pdg6****,8,그녀, 집에서는 몇 번 봤지만 영화관에서 본 것은 처음이었는데 집에서 볼때보다 더 많은 걸 느낄 수 있어서 좋았던 영화 특히 사람과 사람사이에 대한 이야기는 굉장히 고차원적이고 특별했다
youn****,10,기생충, 스토리 연출 연기 모두 최고였습니다. 무거운 이야기를 유머와 세련된 연출과 연기로 푼 영화네요. 왜 칸에서 상을 받았는지 알수 있었습니다. 하지만 노동자계층의 한 사람으로써 영화를 보고나니 예써 외면했던 현실을 다시 눈 앞에서 확인한 기분이었습니다.
minj****,6,살인자의 기억법, 재밌게 보고 있다가... 결말. 맥이 빠지는 느낌... 흠...그래도 구성이 탄탄하고 잘 만든 영화인 것 같음 김남길 짱이다..왜 사람들이 김날길 파는지 알 것 같음ㅠㅠ 할비 설경구 좀 귀엽누
yoo0****,1,엑스맨: 다크 피닉스, 졸면서 봤어요ㅜㅜ....
bus1****,10,알라딘, 솔직히 평점 인정 안 할 수가 없다. 흠잡을 게 하나도 없다. 영상미
powe****,1,걸캅스, 음...? 왜봤지..
kpu5****,10,품행 제로, 단언컨데 양아치역은 류승범이 원탑이다 다른 배우가 와도 대체불가
film****,8,엑스맨: 다크 피닉스, 슈퍼히어로물 좋아하는 일인으로서 나름 괜찮았다. 액션씬 연출도 스피디하고 좋았고.엑스맨 씨리즈는 분위기가 워낙 어두운 편. 초인들의 화려한 대결들 만으로도 볼만했다.
aura****,1,걸캅스, 와 진짜 댓글 알바들 쩌네. 현실성 전혀 없는 영화. 여자형사 기동대라... 헐... 남편은 완전 병신으로 나오고 평점 몇 년만에 남기는지 모르겠다. 9점 넘는 영화 진짜 명작인데. 이건 참... 가장 좋아하는 그룹 20대 여자... 할말 없음
snur****,10,어벤져스: 엔드게임, 마지막 장면이 인상깊네요..사랑하는 사람과 재회
miss****,10,걸캅스, 재밌어요. 돈주고 또봤어요
wjdg****,10,기생충, 이야 잘만들었다 대박이에요
syon****,10,혈의 누, 8점대면 괜찮을라나 ... 그냥저냥한 영화인듯
aqua****,8,기생충, 기대에 어긋나지않았 습니다
toky****,4,적벽대전 2부 - 최후의 결전, 무능한 오나라
toky****,4,적벽대전 1부 - 거대한 전쟁의 시작, 사실 아무것도 아닌 오랑캐들끼리 너도나도 왕이라고 우기던 시대
djaw****,10,교회오빠, 하나님 감사합니다나의길 오직 그가 아시나니 나를 단련하신후에내가 정금같이 나아오리다-아멘-
zeun****,10,알라딘, 너무 좋았어요ㅠㅠ감동스토리 흑흑
tnr2****,10,걸캅스, 남성위주였던 수사물이 이렇게 여성위주로도 재미있고 즐겁게 볼 수 있다는 것에 감사했습니다.
styl****,9,픽업 아티스트, 잼있어요. 한번씩 보세요.
one_****,10,로켓맨, 좋은 음악과 좋은 연기력
cj87****,10,무협: 강호수사대, 개봉관 없어서 못봤는데 벌써 다운로드되네
cldn****,1,엑스맨: 다크 피닉스, 세계관 개박살에 기존 엑스맨과 다르고 또 달라서 적응 안되고 보다가 한시간쯤 지났나 재미가 0.1도 없어서 영화 끝나자마자 쿠키영상 있나없나 검색 안하고 바로 상영관 나온 최초의 영화 다시 보라고 하면 그냥 돈주고 안보고 싶은 영화
htg1****,10,기생충, 마지막장면이 끝이나고 이렇게 관객들이 아무소리도 안난건 이영화가 처음이었습니다 먼가 많은 생각이드는영화 보시면 저랑같은 느낌을 받으시는 분들이 있었으면 하고 꼭 보셨으면하는 영화입니다
rand****,7,프롬 헬, 조니 뎁 잘생긴거 보소..
tegu****,10,알라딘, 최고의 스리꾼들의 램프를 둔 쟁탈전!
syon****,10,인시던트, 8점대는 나와도 될 영화인데 ...  독창성 면에서는 최고다
only****,5,악인전, 김규리때문에 5점감점
terr****,10,알라딘, 재미있어요....!
updl****,10,가필드, 가필드 개 귀여워용  오디
jesd****,10,알라딘, 추억돋음 더빙판 최고네요4
kasd****,10,엑스맨: 다크 피닉스, 이딴 영화를 별 다섯개 주는 개대지들은 뭐냐. 엑스워먼에서 펄럭이셨나. 이딴식으로 만들거면 프리퀄을 대체 왜 만든거니? 감독 존나 무책임하네
wjdd****,8,기생충, 한 대 맞은 느낌이 들 정도로 작품은 정말 좋았는데 15세...? 부모님과 보지 마세요
soni****,10,파리의 딜릴리, 역사 속 인물들이 줄줄 나와서 맞추는 재미도 있고 그림과 실사가 어우러지는 아름다운 화면에 생각을 많이 하게 하는 맘 아픈 이야기까지 누가 봐도 좋을 영화인듯해요 감동적이고 아름답고도 재밌는 영화! 딜릴리는 똑부러지는 깜찍이네요
bjm9****,1,엑스맨: 다크 피닉스, 울버린 일본에서 똥꼬쇼 한것보다 노잼... X맨을 이렇게 끝내버리다니 너네 그러면 안됐어
na3s****,4,기생충, 그리 감동을 받지도 그리 새롭지도 않았음. 영화끝나고 생각에 잠기긴 했는데
nova****,10,무뢰한, 이런 분위기 영화 너무 좋아 ㅎㅎ
achi****,10,기생충, 보고나서 기분 엄청 이상하고 슬프고 짜증남ㅋㅋㅋ
alst****,10,기생충, 굿굿 재밌습니다 낫베드
ceci****,10,알라딘, 애니메이션보다 훨씬 감동적이에요.재미와 함께 생각할 수 있는 시간
cbr3****,2,호텔 뭄바이, 다들 댓글 알바인가요?조악하고 지루해요
maxg****,10,기생충, 여기서 송강호 가족 옹호하는것들은 제정신인가. 빈부에 관계없이 저렇게 기생충처럼 살면 안된다. 자활의지 전혀 없이 붙어만 먹고 등골 쳐먹을려고 사는 인간들이 떠오르는 영화.
ikd0****,10,기생충, 웃다가 씁쓸해지는 영화... 영화 보고 나와서도 여운이 길어서 친구랑 한참을 말없이 걸었어요..
cosm****,10,스파이 게임, 세상을 굴러가게 하는건 날카로운 이성일지 몰라도
itop****,1,기생충, 솔직히 유명배우와 봉감독 깐느 아니고 비인기 감독과 평범한 배우들 하고 개봉했으면 20만명 짜리 영화입니다연출이 지루하고 뻔한 설정과 개연성(짤린 가정부 문열어줘서 사건의 발단 말도안됨
nate****,8,명탐정 피카츄, 포켓몬 세대가 어른이 되었기에 타겟층이 어른인 줄 알았는데 어린이 영화였다...
fish****,10,기생충, 어떤 분이 그러더라 모두가 알고있는 불편한 사실을 굳이 말해서 더 불편하게 만드는 영화라고.. 정말 그 말 그대로인 영화였다
iams****,10,기생충, 돈이 인간의 내면까지 바꿔놓는다..씁쓸하다..
xoul****,10,인비저블 게스트, 좋았습니다. 굿. 왜 부인인것을 못 알았을까요
hung****,10,알라딘, 아..  애들때문에 보러갔다가 부모님들이 더 신나는 영화
lew3****,1,기생충, 최근 몇년 본 영화 중 젤 별로였어요 ㅜㅜ 들킬까 말까 아슬아슬한 그 상황
sohb****,10,기생충, 영화가 아닌 영화를 보았다.
pdg6****,7,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이, 3부작으로 만들 정도의 애니메이션은 아닌거 같다
don0****,8,기생충, 이것참.. 씁쓸 하구만
kjdl****,9,뽀로로 극장판 보물섬 대모험, 혹시 왜 에디만 다른 성우분으로 바뀌셨는지 모르겠네요.아이들이 목소리 듣자마자 10초만에 아네여 
spor****,10,배심원들, 신과함께 이후에 가장 슬픈영화인듯
01sh****,1,로켓맨, 이래서 살아있는놈 영화는 만드는게 아니다. 지금이라도 죽이든가
pdg6****,7,우리 지금 만나, 3편이나 되는데...
cdj0****,10,알라딘, 윌스미스 굿 지니가 살렸음 넘 재밌었어요
chan****,10,캡틴 마블, 굿굿굿굿 아주 굿입니다
eunh****,1,걸캅스, 와 댓글들 시부레..개 삽 스레귀최악스ㅋ
bast****,9,기생충, 한숨돌릴틈도 없이 집중하게 만드는 흡입력을 가진 영화였습니다
eoqh****,1,걸캅스, 참 평점 말안해도 알겠다
blue****,7,사바하, 유지태는 역시 악역이 멋있어 이정재도 악역스타일인데 ㅋ 아무튼 유지태로 바톤이 넘겨지는 과정이 넘지루해서 딱 200만 관객 정도의 영화더군 유지태 나오면서부터 몰입했다
vip3****,9,악인전, 9점. 몰입감도 있고 재밌음
yjms****,10,엑스맨: 다크 피닉스, 소피터너 연기가 넘좋아요
rlag****,10,뷰티플 마인드, 너무나도 큰 감동을 받았습니다
jes9****,5,엑스맨: 다크 피닉스, CGV 아이맥스 3D로 2만원 넘는 돈 주고 보고왔다. 예고편만 보고 너무 쩔어서 개인적으로 기대를 잔뜩 했는데 스토리도 액션도 식상하고 진부했다.. 이전 시리즈와 비교해보면 퍼스트클래스 9점 데오퓨 8점 아포칼립스 4점
jinb****,10,기생충, 참으로 시의적절하다..
khw0****,10,알라딘, 진짜 믿고보세요ㅠㅠ 진짜 재밌어요 최고다
syon****,10,알라딘, 나는 편견 덩어리였다 어릴시적에 보던 고전 애니 알라딘 성인이 된 나에게는 유치하고 재미없을꺼라 생각했는데 존잼 핵잼!!!감동 오랜만에 영화보면서 눈물도 찔끔 흘려주고 액션도 있고 감동 재미 다 고루 갖춘 영화 가족들끼리도 보기좋은 !!
khk4****,10,알라딘, 최고ㅠㅠ감동.... 
rj01****,1,고질라: 킹 오브 몬스터, 괴수씬만 용가리보다 낫고 인물씬은 스킵해라 이번 개봉작중 걸러야할 2대망작 고질라 피닉스 네이버알바들 평점10점은 무조건 ㅗ
onej****,10,알라딘, 겨울왕국 이후에 본 영화 중 가장 볼만한 영화였습니다~두번 극장에서 봤는데도 감동이 가시질 않네요^^ 라이온 킹도 기대하겠습니다~
labe****,4,서스페리아, 비주얼과 예술성은 상당히 쇼크스러웠으나 정말 형평없는 완성도와 지루한 러닝타임이 발목을 잡은 영화.
brts****,10,기생충, 처음부터 끝까지 심장이 두근...
jini****,10,엑스맨: 다크 피닉스, 진짜 평점 1점 준 애들 제대로 보긴한거냐;;마무리 아쉬운건 빼고 액션이랑 연기 전편들보다 훨 좋았구만 
jhs8****,3,걸캅스, 영화를 영화로 볼 수 없게 만드는 이분법적 발상. 한참 모자라다.
grun****,6,고질라: 킹 오브 몬스터, 액션과 비주얼은 역대급이라고 할만 하지만 스토리가...
jfs8****,10,기생충, 봉테일다운 디테일한영화
grun****,7,어스, 확실히 겟아웃만큼은 아니지만 그래도 볼만했다
sss7****,10,알라딘, 쟈스민 사랑해요...울산상석
mgsi****,1,걸캅스, 개씹쓰레기영화시간개아깝네
rmdw****,10,알라딘, 아이가 너무 좋아해서 돈이 아깝지 않아요 저도 재밌게 봤습니다
lill****,10,알라딘, 눈과 귀가 모두 즐거운 버라이어티쇼! 
labe****,5,스카이스크래퍼, 액션과 볼거리는 충만하지만 너덜너덜한 잡지 같은 스토리와 구석구석 틈이 있는 연출이 많이 아쉬웠던 영화.
bent****,9,호텔 뭄바이, 무슬림은 죽음만이 답 입니다. 짐승만도 못한 이기적인 족속들입니다. 알라를 위해 멀쩡한 사람들을 죽이는 미개한놈들입니다.
gyan****,10,알라딘, 알라딘 정말 재밌습니다 !!
grun****,3,엑스맨: 다크 피닉스, 엑스맨 시리즈 사상 최악의 영화
heen****,10,배심원들, 10점도 부족한 영화.이런 영화가 더 잘됐어야하는데
tkfk****,10,알라딘, 더빙 봤는데 짱 재밌었어요 더빙 원래잘안보는데 정성화님의 목소리 짱 좋네요 그리고 지니역할을 잘해주셨어요
polo****,10,알라딘, 예쁜영화였어요~^^ 
doll****,1,캡틴 마블, 1점도 아까움 주인공 미스캐스팅의 절정영화
igel****,10,무서운 집, 집에서 이걸 끝까지 보는 자만이 남길수 있는 10점이다.
labe****,9,인디펜던스 데이, 시간이 20년이나 지난 지금에 봐도 손색이 없을 정도로 디테일하고 재미있게 연출된 작품.
sa03****,9,이다, 많은 생각을 하게되는 영화입니다..
dlwl****,10,기생충, 진짜소름..무슨..진짜
rjsg****,10,알라딘, 진짜 최고.. 아이들이랑 함께 보면 더 좋을듯
ferb****,10,메이즈 러너: 스코치 트라이얼, 내가 아직도 평점을 안줬다니
sulk****,10,어벤져스: 엔드게임, 앞으로 토니와 캡틴을 볼수없다니... 지난10년간 3000만큼 행복했었습니다.  
koya****,1,트라이앵글, 좆 노잼인데... 왜 반복되는거야 대체
ela1****,10,알라딘, 진짜 너무 재미있고 욕심은 끝도 없다는 말이 너무 인상깊었다. 진짜 다시 보고싶은 영화이고 OST도 너무 좋고 뮤지컬 영화를 원래 별로 안 좋아하는데 알라딘을 보고 뮤지컬영화가 너무 좋아졌다. 최애 영화 알라딘
drr1****,1,독고다이, 고딩들이 찍은 독립영화 같은데..?ㅋㅋ 연기력이며..내용이며..
bam0****,9,기생충, 거의   완벽합니다...
slki****,10,알라딘, 진짜 최고의 영화다.. 다시봐도 정말 재밌을 영화.. 윌 스미스 넘 웃김ㅋㅋㅋ 자스민공주도 너무 예뻐.. 눈이 즐거운 영화!! 최고최고..
kpsy****,10,현기증, 미친 연기력! 우리 주변에  일어날 수 있는 안타까운 현실... 보는 내 뭐라 말잇못... 감독
dani****,10,알라딘, 너무너무 재밌고 감동적인 영화였어요^^ 또 보고싶어요^^ 중독성이 넘 크네요~~ 꼭 보러가세요^^ 공주님 넘 이쁘고 노래도 잘하고... 한편의 동화같은 뮤지컬을 본것같아요~♡♡♡최고!!!
dmsq****,10,알라딘, 최고입니다 정말로용 히히
ehdg****,10,기생충, 역대급영화..후..  
penn****,7,사랑의 파도, 여주인공인 엘렌 바킨이 매력적으로 나와 더 흥미롭게 봤다.
popo****,10,알라딘, 미쳣다 디즈니 미쳣음 돈주고 봐줘야됨
psk4****,10,알라딘, 최고ㅜ 공주님 넘 이뻐ㅜ 양탄자 타고싶어요흑너무 아름답고 감동적이라 난 자꾸 눈물이나고ㅋ
hyun****,2,엑스맨: 다크 피닉스, 가히 일본간 울버린과 견줄만 하구만!! 엑스맨에 똥칠한 양대산맥일세!!! 전작 스토리가 감당이 안되니 에라 모르겠다~ 똥 날아간다!! 하고 만든듯 .. cg 수듄..맥어보이형이랑 패스밴더 형도 못 살리는 영화가 여기있네!!!
shys****,1,걸캅스, 반점도 아깝다나만볼수없다 이건가?감독이누구인지 연출은 누구인지 묻고싶다
loer****,9,기생충, 올해 최고의 영화 유튜브로 해석도 꼭 보세요
haya****,10,알라딘, 꿀잼!!!!꼭보셈!!!
z08c****,8,캡틴 마블, 연기력에 대해서는 할말이 없지만 그녀가 뛰는 모습에서 액션신은 나가리구나 생각했다. 어짜피 맨몸 액션씬은 총 3분이 넘지 않았고 전부 cg였기에 히어로물영화로써 재밌게 봤다. 하지만 초반 그 몸치 특유의 뛰는모습이 영화 끝날때 까지 뇌리에 남아있었다.
1225****,8,알라딘, 지니가 하드캐리함. 영상미도 좋았음
ladb****,8,엑스맨: 다크 피닉스, 뭔가 아쉬워요 재미는 있지만
ssy6****,10,알라딘, 정말 말도 안되게 윌스미스의 연기 소화력은 끝내줌2시간동안 너무 재밋엇음 꼭 바야할 영화 ㅋㅋ굿 ~~~~^^
akxh****,9,컨스피러시, 후반부만 조금 아쉬웠지만..줄리아로버츠 리즈의 서막
